ID,"Gene Symbol","Expert Panel",Curator,"Disease Entity","Uploaded Date","Precuration Date","Disease entity assigned Date","Precuration Complete Date","Curation Provisional Date","Curation Approved Date","Recuration assigned Date","Retired Assignment Date","Published Date",Classification,Created,"GCI UUID"
214,CACNB4,"Epilepsy GCEP",,MONDO:0005027,,,,,2022-07-05,2022-07-05,2022-07-05,,2022-07-15,Refuted,"2018-10-02 14:40:16",817d86d9-69ac-4657-b000-702204bf11e7
4273,CAD,"Epilepsy GCEP",,,2020-09-28,,,,,,,2023-05-05,,,"2020-09-28 14:21:36",
5306,CAPN2,"Epilepsy GCEP",,,2021-03-05,,,,,,,,,,"2021-03-05 10:49:56",
4274,CARS2,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:21:37",
4275,CASK,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:21:38",
4276,CASR,"Epilepsy GCEP",,MONDO:0005027,2020-09-28,2021-01-19,,,2021-03-03,2021-03-03,,,2021-03-03,Disputed,"2020-09-28 14:21:40",1f563d86-556c-4ee0-9d3f-2add6b092dac
4277,CBL,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:21:41",
4278,CC2D1A,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:21:42",
4279,CC2D2A,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:21:43",
4280,CCDC88C,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:21:44",
4281,CCL2,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:21:45",
4282,CDC42,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:21:46",
4283,CDK5RAP2,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:21:47",
4171,CDKL5,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 13:27:10",
4284,CDON,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:29:35",
4285,CELSR1,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:29:36",
4286,CENPJ,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:29:37",
4287,CEP152,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:29:38",
4288,CEP290,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:29:39",
4289,CERS1,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:29:40",
4290,CERT1,"Epilepsy GCEP",,,2020-09-28,,,,,,,2022-02-22,,,"2020-09-28 14:29:41",
215,CHD2,"Epilepsy GCEP",,MONDO:0100038,,,,,2018-07-18,2018-07-18,,,2020-04-06,Definitive,"2018-10-02 14:40:16",18e50a53-495c-47fe-8c87-21796fc90c24
4291,CHD8,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:29:42",
828,CHRNA2,"Epilepsy GCEP",,MONDO:0000030,,2019-12-02,,,2020-12-25,2020-12-25,,,2020-12-25,Limited,"2018-10-09 16:09:47",a1947a82-b848-4f14-97ce-a20687f194f2
7331,CHRNA2,"Epilepsy GCEP",,MONDO:0017615,2022-11-04,,,,2020-01-07,2020-01-07,,,2022-11-09,Disputed,"2022-11-04 13:46:52",8c7c2755-e3f6-4e9b-ad1d-51274dc10fce
650,CHRNA4,"Epilepsy GCEP",,MONDO:0000030,,2019-12-17,,2020-04-06,2020-02-26,2020-02-26,,,2020-02-26,Definitive,"2018-10-09 16:09:44",52e35797-adc9-4cc0-b70e-c5c98b78de36
4292,CHRNA7,"Epilepsy GCEP",,MONDO:0005027,2020-09-28,,,2022-12-06,2023-02-07,2023-02-07,,,2023-03-21,Refuted,"2020-09-28 14:29:43",e1722fdf-d659-45aa-88a1-868e6d893068
4172,CHRNB2,"Epilepsy GCEP",,MONDO:0000030,2020-09-28,,,,,,,,2023-02-07,,"2020-09-28 13:27:12",87e95e74-132e-4f82-b7e0-f7a5c42a8cc1
4293,CLCN2,"Epilepsy GCEP",,MONDO:0005027,2020-09-28,2022-03-15,,,2023-02-07,2022-03-15,,,2023-03-21,Refuted,"2020-09-28 14:29:44",c57d9b3d-4270-499b-b35c-ed8b64654955
4294,CLCN4,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:29:45",
4295,CLCNKA,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:29:46",
4296,CLCNKB,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:29:47",
4173,CLN3,"Epilepsy GCEP",,MONDO:0016295,2020-06-02,2020-06-02,,2022-08-02,2023-04-04,2023-04-04,,,2023-04-25,Definitive,"2020-09-28 13:27:13",b5290a59-1bf6-423b-a65c-2d919efb53d7
4297,CLN5,"Epilepsy GCEP",,MONDO:0016295,2020-09-28,2020-07-21,,,2021-09-08,2021-09-08,,,2021-09-08,"No Known Disease Relationship","2020-09-28 14:29:48",1b7616d4-dbf9-4ee6-91d6-f599926b944b
4298,CLN6,"Epilepsy GCEP","Emma Wilcox",MONDO:0016295,2020-09-28,2020-09-15,,,2020-12-01,2020-12-01,,,2020-12-09,Definitive,"2020-09-28 14:29:49",12240c27-3dff-42a6-89c9-5074ed5fcd5a
653,CLN8,"Epilepsy GCEP",,MONDO:0016295,2018-10-09,2020-09-01,,,2020-09-07,2020-09-07,,,2020-09-07,Definitive,"2018-10-09 16:09:44",e55e5ec4-d9d2-4cfe-8d2a-71bb74fc6f00
4299,CLP1,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:29:50",
4300,CLTC,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:29:51",
4301,CNNM2,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:29:52",
4302,CNPY3,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:29:53",
4303,CNTN2,"Epilepsy GCEP",,MONDO:0100038,2020-09-28,2022-10-20,,,2023-12-27,2023-11-07,,,2024-01-17,Definitive,"2020-09-28 14:29:54",9b60f9e8-7c64-4574-a996-ca1e3c22631a
429,CNTNAP2,"Epilepsy GCEP",,MONDO:0100038,2018-08-15,2018-08-15,,,2021-06-19,2021-06-19,,,2021-06-19,Definitive,"2018-10-09 16:09:40",52792590-da8a-41fd-828f-495adf02a14e
4304,COA8,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:29:55",
4305,COG1,"Epilepsy GCEP",,,2020-09-28,,,,,,,2023-05-05,,,"2020-09-28 14:29:56",
4306,COG7,"Epilepsy GCEP",,,2020-09-28,,,,,,,2023-05-05,,,"2020-09-28 14:29:57",
4307,COG8,"Epilepsy GCEP",,,2020-09-28,,,,,,,2023-05-05,,,"2020-09-28 14:29:58",
4308,COL18A1,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:29:59",
4309,COL4A1,"Epilepsy GCEP",,,2020-09-28,,,,,,,2022-09-26,,,"2020-09-28 14:30:00",
4310,COL4A2,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:30:01",
4311,COQ2,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:30:02",
4312,COQ4,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:30:03",
4313,COQ8A,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:30:05",
4314,COQ9,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:30:06",
4315,COX10,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:30:08",
4316,COX15,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:30:09",
4317,COX6B1,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:30:10",
4318,COX8A,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:30:12",
4319,CP,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:30:13",
4320,CPA6,"Epilepsy GCEP",,,2020-09-28,2021-06-01,,,,,,,,,"2020-09-28 14:30:15",bfbabc90-c9f1-440f-9edf-50a333b75637
8242,CPA6,"Epilepsy GCEP",,MONDO:0005027,2023-08-14,,,,,,,,,,"2023-08-14 14:19:12",4480cdeb-69e7-4559-a66e-4c0664387512
4321,CPLX1,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:30:16",
4322,CPT1A,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:30:17",
4323,CPT2,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:30:18",
4324,CRH,"Epilepsy GCEP",,MONDO:0005027,2020-09-28,,,2021-09-21,2021-09-29,2021-09-21,,,2021-10-06,Refuted,"2020-09-28 14:30:19",fe05de24-301d-4cd2-8b69-87855297e4ac
4325,CSF1R,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:30:20",
4326,CSTB,"Epilepsy GCEP",,MONDO:0100062,2020-09-28,,,,,,,,,,"2020-09-28 14:30:21",7266f7d5-6972-4e0c-883e-cf2024f3018d
844,CSTB,"Epilepsy GCEP",,MONDO:0009698,2018-10-09,2020-04-07,,,2020-12-25,2020-06-16,,,2020-12-25,Definitive,"2018-10-09 16:09:47",31b82cd4-5bd6-4b58-bbb3-2397adc462b8
4327,CTC1,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:30:22",
4328,CTNND2,"Epilepsy GCEP",,,2020-09-28,,,,,,,2022-02-22,,,"2020-09-28 14:30:24",
4329,CTSA,"Epilepsy GCEP",,,2020-09-28,,,,,,,2021-10-13,,,"2020-09-28 14:30:24",
4330,CTSD,"Epilepsy GCEP",,MONDO:0016295,2020-09-28,2020-10-06,,,2020-11-03,2020-11-03,,,2020-11-03,Definitive,"2020-09-28 14:30:26",c8daffcc-6fb5-4b3b-b635-0a0d2123ef88
4331,CTSF,"Epilepsy GCEP",,MONDO:0019260,2020-09-28,2021-11-16,,,2022-04-21,2022-04-21,,,2022-04-21,Definitive,"2020-09-28 14:30:27",7ca3a7f8-2d0e-436c-bc09-91a42e0a9e8a
4332,CUL4B,"Epilepsy GCEP",,,2020-09-28,,,,,,,2022-02-22,,,"2020-09-28 14:30:28",
4333,CUX2,"Epilepsy GCEP",,MONDO:0100062,2020-09-28,2021-10-06,,,2023-05-16,2023-05-16,,,2023-06-29,Moderate,"2020-09-28 14:30:29",a45d972f-7551-4787-9177-980479985199
4334,CYFIP2,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:33:50",
4335,CYP27A1,"Epilepsy GCEP",,,2020-09-28,,,,,,,2021-10-13,,,"2020-09-28 14:33:51",
4336,D2HGDH,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:33:52",
4337,DARS1,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:33:53",
4338,DARS2,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:33:54",
4339,DBT,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:33:55",
4340,DCAF17,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:33:56",
4341,DCX,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:33:57",
4342,DDC,"Epilepsy GCEP",,,2020-09-28,,,,,,,2022-02-24,,,"2020-09-28 14:33:58",
4343,DDX3X,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:33:59",
4344,DEAF1,"Epilepsy GCEP",,,2020-09-28,,,,,,,2021-12-09,,,"2020-09-28 14:34:00",
4345,DENND5A,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:34:01",
216,DEPDC5,"Epilepsy GCEP",,MONDO:0005384,,,,,2018-08-07,2018-08-07,,,2020-04-06,Definitive,"2018-10-02 14:40:16",5ad91db2-d69a-408b-901e-68890d1017c5
4346,DEPTOR,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:34:02",
4347,DHCR7,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:34:04",
4348,DHDDS,"Epilepsy GCEP",,,2020-09-28,,,,,,,2023-04-28,,,"2020-09-28 14:34:05",
4349,DHFR,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:34:06",
4350,DIAPH1,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:34:08",
4351,DLD,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:34:09",
4352,DNAJC5,"Epilepsy GCEP",,MONDO:0019260,2020-09-28,,,,,2021-06-01,,,,,"2020-09-28 14:34:11",3131d691-d75d-4bda-8da3-0a8290efa1c6
217,DNM1,"Epilepsy GCEP",,MONDO:0100062,,,,,2016-12-13,2021-02-15,,,2021-02-15,Definitive,"2018-10-02 14:40:16",aa742772-a03f-403a-a7af-9621c9f060e9
8319,DNM1,"Epilepsy GCEP",,MONDO:0100062,2023-10-03,2023-10-03,,,,,,,,,"2023-10-03 18:07:48",df143721-694a-4bb5-8efb-46ef01ab229c
4353,DNM1L,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:34:12",
4354,DNMT3A,"Epilepsy GCEP",,,2020-09-28,,,,,,,2022-02-22,,,"2020-09-28 14:34:13",
4355,DOCK7,"Epilepsy GCEP",,MONDO:0100062,2020-09-28,2021-04-20,,,,,,,,,"2020-09-28 14:34:14",3bb059ae-7f81-4f2c-b256-25fea88d52c7
4356,DOLK,"Epilepsy GCEP",,,2020-09-28,,,,,,,2023-05-05,,,"2020-09-28 14:34:16",
4357,DPAGT1,"Epilepsy GCEP",,,2020-09-28,,,,,,,2023-05-05,,,"2020-09-28 14:34:17",
4358,DPM1,"Epilepsy GCEP",,,2020-09-28,,,,,,,2023-05-05,,,"2020-09-28 14:34:18",
4359,DPM2,"Epilepsy GCEP",,,2020-09-28,,,,,,,2023-05-05,,,"2020-09-28 14:34:18",
4360,DPM3,"Epilepsy GCEP",,,2020-09-28,,,,,,,2023-05-05,,,"2020-09-28 14:34:19",
4361,DPYD,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:34:20",
4362,DPYS,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:34:21",
4363,DRD2,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:34:22",
4364,DYNC1H1,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:34:23",
4365,DYRK1A,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:34:24",
4366,EARS2,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:34:25",
4367,ECHS1,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:34:26",
4368,ECM1,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:34:27",
218,EEF1A2,"Epilepsy GCEP","Courtney Thaxton",MONDO:0100038,,2018-03-13,2018-04-03,2019-03-15,2019-03-19,,,,2020-04-06,Definitive,"2018-10-02 14:40:16",761c4773-251a-48a1-b886-2cd472d8a1d8
219,EFHC1,"Epilepsy GCEP",,MONDO:0005027,,,,,2023-12-19,2023-09-05,2023-09-20,,2024-01-17,Refuted,"2018-10-02 14:40:16",d8d96cc7-0479-4dbc-8116-05e4cd8c8849
4369,EHMT1,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:34:28",
4370,EIF2AK3,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:34:29",
4371,EIF2B1,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:34:30",
4372,EIF2B2,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:34:31",
4373,EIF2B3,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:34:32",
4374,EIF2B4,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:34:33",
4375,EIF2B5,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:34:34",
4376,ELP4,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:34:35",
4377,EMX2,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:34:36",
879,EPM2A,"Epilepsy GCEP",,MONDO:0009697,2020-04-06,,,,2020-05-23,2020-05-23,,,2020-07-22,Definitive,"2018-10-09 16:09:48",0e387047-20f9-4ccd-bb02-94953bb207b0
4378,EPRS1,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:34:37",
4379,ETFA,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:34:38",
4380,ETFB,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:34:39",
4381,ETFDH,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:34:40",
4382,ETHE1,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:34:41",
4383,EXOSC3,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:38:53",
4384,FA2H,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:38:54",
4385,FAM126A,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:38:55",
4386,FAR1,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:38:56",
4387,FARS2,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:38:57",
4388,FASN,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:38:58",
4389,FASTKD2,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:38:59",
4390,FBXL4,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:39:00",
4391,FGD1,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:39:01",
4392,FGF12,"Epilepsy GCEP",,,2020-09-28,,,,,,,2023-05-31,,,"2020-09-28 14:39:02",
4393,FGF8,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:39:04",
4394,FGFR3,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:39:05",
4395,FH,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:39:07",
4396,FKRP,"Epilepsy GCEP",,,2020-09-28,,,,,,,2023-05-05,,,"2020-09-28 14:39:08",
4397,FKTN,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:39:10",
4398,FLAD1,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:39:11",
4399,FLNA,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:39:13",
4400,FLVCR2,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:39:14",
4174,FOLR1,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 13:27:14",
4175,FOXG1,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 13:27:15",
4401,FOXH1,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:39:15",
4402,FOXRED1,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:39:16",
4403,FRRS1L,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:39:17",
4404,FTL,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:39:19",
4405,FUCA1,"Epilepsy GCEP",,,2020-09-28,,,,,,,2021-10-13,,,"2020-09-28 14:39:20",
4406,GABBR2,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:39:21",
3941,GABRA1,"Epilepsy GCEP",,MONDO:0005579,2020-03-31,,,2020-04-06,2021-07-30,,2024-02-21,,,Definitive,"2020-03-31 14:29:43",b2dde538-5222-448d-9f3a-4e82ee74de2b
220,GABRA1,"Epilepsy GCEP",,MONDO:0100062,,2018-09-25,,,,,2024-02-21,,2020-04-06,Definitive,"2018-10-02 14:40:16",0c36285b-9e75-4943-a8f5-599de859affc
4407,GABRA4,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:39:22",
4408,GABRB1,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:39:23",
4409,GABRB2,"Epilepsy GCEP",,,2020-09-28,,,,,,,2023-05-31,,,"2020-09-28 14:39:24",
221,GABRB3,"Epilepsy GCEP",,MONDO:0100062,,2018-09-25,,,,,,,2020-04-06,Definitive,"2018-10-02 14:40:16",72e730ba-0dce-4893-981e-30471ad2e6cd
4410,GABRD,"Epilepsy GCEP",,MONDO:0005027,2020-08-18,2020-08-18,,,2023-07-18,2023-07-18,,,2023-09-07,Limited,"2020-09-28 14:39:25",6cf9b440-6e75-4e6b-99b3-08e3788d68c8
8210,GABRD,"Epilepsy GCEP",,MONDO:0100038,2023-07-18,2023-07-18,,,2023-07-18,2023-07-18,2023-07-19,,2023-09-07,Moderate,"2023-07-18 13:14:47",1ce408a9-ba74-451a-b0f7-2fbdb3eb377c
3661,GABRG2,"Epilepsy GCEP","Emma Wilcox",MONDO:0005027,,,,,,,,,2020-01-22,Definitive,"2020-01-21 16:32:01",bf233434-4aa5-44b0-8972-f913847305e7
4411,GABRG3,"Epilepsy GCEP",,,2020-09-28,,,,,,,2022-02-22,,,"2020-09-28 14:39:26",
4412,GAL,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:39:27",
4413,GALC,"Epilepsy GCEP",,,2020-09-28,,,,,,,2021-10-13,,,"2020-09-28 14:39:28",
4414,GALNS,"Epilepsy GCEP",,,2020-09-28,,,,,,,2020-12-16,,,"2020-09-28 14:39:30",
4176,GAMT,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 13:27:16",
4415,GATM,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:39:32",
4416,GCDH,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:39:33",
4417,GCH1,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:39:34",
4418,GCK,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:39:35",
4419,GCSH,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:39:36",
4420,GFAP,"Epilepsy GCEP",,,2020-09-28,,,2022-09-06,,,,2022-09-06,,,"2020-09-28 14:39:37",
4421,GFER,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:39:38",
4422,GFM1,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:39:39",
4423,GJC2,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:39:40",
4424,GLB1,"Epilepsy GCEP",,,2020-09-28,,,,,,,2020-12-16,,,"2020-09-28 14:39:41",
4425,GLDC,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:39:42",
4426,GLI2,"Epilepsy GCEP",,,2020-09-28,,,,,,,2022-02-22,,,"2020-09-28 14:39:43",
4427,GLI3,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:39:44",
4428,GLRA1,"Epilepsy GCEP",,,2020-09-28,,,,,,,2022-02-22,,,"2020-09-28 14:39:45",
4429,GLRB,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:39:46",
4430,GLS,"Epilepsy GCEP",,,2020-09-28,,,,,,,2021-02-04,,,"2020-09-28 14:39:47",
4431,GLUD1,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:39:48",
4432,GLUL,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:49:20",
4433,GMPPB,"Epilepsy GCEP",,,2020-09-28,,,,,,,2023-05-05,,,"2020-09-28 14:49:21",
222,GNAO1,"Epilepsy GCEP",,MONDO:0100062,,2018-05-01,,,2018-12-18,2018-12-18,,,2020-04-06,Definitive,"2018-10-02 14:40:16",cac0b5e4-58f8-42ef-badd-e7a4b8f63e83
3942,GNAO1,"Epilepsy GCEP",,MONDO:0005395,2020-03-31,,,,,,,,2020-04-06,Definitive,"2020-03-31 14:31:14",3e7f8322-2515-44ef-8488-3527cb352996
4434,GNB1,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:49:22",
4435,GNB5,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:49:23",
4436,GNE,"Epilepsy GCEP",,,2020-09-28,,,,,,,2023-05-05,,,"2020-09-28 14:49:25",
4437,GNPTAB,"Epilepsy GCEP",,,2020-09-28,,,,,,,2021-10-13,,,"2020-09-28 14:49:25",
4438,GNPTG,"Epilepsy GCEP",,,2020-09-28,,,,,,,2021-10-13,,,"2020-09-28 14:49:26",
4439,GNS,"Epilepsy GCEP",,,2020-09-28,,,,,,,2020-12-16,,,"2020-09-28 14:49:28",
936,GOSR2,"Epilepsy GCEP",,MONDO:0013526,2018-10-09,2020-05-19,,,,,,,,,"2018-10-09 16:09:49",ba5e3cea-ede2-4dab-ac67-f65dd1bfd35f
4440,GPC3,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:49:28",
4441,GPHN,"Epilepsy GCEP",,,2020-09-28,,,,,,,2022-05-03,,,"2020-09-28 14:49:29",
4442,GRIA3,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:49:30",
4443,GRIK2,"Epilepsy GCEP",,,2020-09-28,,,,,,,2022-02-22,,,"2020-09-28 14:49:31",
3943,GRIN1,"Epilepsy GCEP",,MONDO:0100038,2020-03-31,,,,,,,,2020-11-18,Moderate,"2020-03-31 14:35:14",7ef70dcc-1566-496a-98f8-5a2a6db11855
223,GRIN1,"Epilepsy GCEP",,MONDO:0100038,,2018-05-01,,,2023-04-04,2023-04-04,2023-04-04,,2023-09-25,Strong,"2018-10-02 14:40:16",91a91938-9dfc-41ed-89ad-8bc87eafec42
224,GRIN2A,"Epilepsy GCEP",,MONDO:0100038,,,,,,,,,2020-04-06,Definitive,"2018-10-02 14:40:16",73b8331f-48ad-4806-a2f2-f5c00bc26476
225,GRIN2B,"Epilepsy GCEP",,MONDO:0100038,,2018-07-03,,2020-04-06,2020-07-17,2019-03-19,,,2020-07-17,Definitive,"2018-10-02 14:40:16",901bd030-eab8-49d6-af0e-4e12fde473dc
4444,GRIN2C,"Epilepsy GCEP",,,2020-09-28,,,,,,,,,,"2020-09-28 14:49:32",
226,GRIN2D,"Epilepsy GCEP",,MONDO:0100038,,,,,2022-04-05,2022-04-05,2022-03-15,,2022-04-05,Definitive,"2018-10-02 14:40:16",f1e6e804-d8ce-4761-899e-e0d9bf2d8466
7339,GRN,"Epilepsy GCEP",,MONDO:0016295,2020-09-08,,,2022-11-01,2023-01-03,2023-01-03,,,,Definitive,"2022-12-01 11:37:01",bd37435e-4419-4565-a292-dc0bcfb9273a
